date, pm10, o3, no2
2019/6/29,25,10,2
2019/6/30,29,10,4
2019/1/1,35,19,7
2019/1/2,37,17,9
2019/1/3,33,16,8
2019/1/4,35,15,8
2019/1/5,35,17,7
2019/1/6,43,18,9
2019/1/7,29,7,9
2019/1/8,30,13,8
2019/1/9,35,16,8
2019/1/10,38,19,8
2019/1/11,37,16,10
2019/1/12,38,15,8
2019/1/13,37,20,9
2019/1/14,40,20,9
2019/1/15,31,15,10
2019/1/16,39,13,9
2019/1/17,47,23,10
2019/1/18,49,29,11
2019/1/19,41,24,9
2019/1/20,41,22,10
2019/1/21,45,25,10
2019/1/22,50,23,10
2019/1/23,40,24,10
2019/1/24,47,19,11
2019/1/25,43,22,11
2019/1/26,55,26,11
2019/1/27,57,27,12
2019/1/28,59,25,11
2019/1/29,58,27,12
2019/1/30,53,21,11
2019/1/31,53,26,14
2019/2/1,56,27,12
2019/2/2,42,22,10
2019/2/3,40,23,13
2019/2/4,37,18,9
2019/2/5,44,24,13
2019/2/6,43,26,12
2019/2/7,44,25,13
2019/2/8,42,23,12
2019/2/9,45,26,12
2019/2/10,57,27,15
2019/2/11,80,26,17
2019/2/12,72,29,12
2019/2/13,56,26,16
2019/2/14,59,27,22
2019/2/15,63,29,13
2019/2/16,54,20,12
2019/2/17,58,23,11
2019/2/18,67,28,12
2019/2/19,64,30,14
2019/2/20,68,25,14
2019/2/21,68,32,17
2019/2/22,69,34,17
2019/2/23,61,29,14
2019/2/24,64,26,15
2019/2/25,69,30,14
2019/2/26,71,28,14
2019/2/27,71,29,15
2019/2/28,65,28,15
2019/3/1,60,30,14
2019/3/2,60,29,13
2019/3/3,57,29,11
2019/3/4,51,23,8
2019/3/5,55,21,9
2019/3/6,60,22,8
2019/3/7,64,20,8
2019/3/8,60,23,7
2019/3/9,71,31,10
2019/3/10,86,36,14
2019/3/11,113,39,17
2019/3/12,103,37,17
2019/3/13,111,43,22
2019/3/14,121,39,21
