DATE,STATION,NAME,rain,temp
5/12/2014,COM00080112,"JOSE MARIA CORDOVA, CO",21.1,16.3
5/13/2014,COM00080112,"JOSE MARIA CORDOVA, CO",42.9,17.7
5/14/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,17.9
5/15/2014,COM00080112,"JOSE MARIA CORDOVA, CO",15,16.7
5/16/2014,COM00080112,"JOSE MARIA CORDOVA, CO",1,17.7
5/17/2014,COM00080112,"JOSE MARIA CORDOVA, CO",7.9,16.9
5/18/2014,COM00080112,"JOSE MARIA CORDOVA, CO",2,17.2
5/19/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,17.9
5/20/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,17.8
5/21/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.1,16.3
5/22/2014,COM00080112,"JOSE MARIA CORDOVA, CO",2,17.7
5/23/2014,COM00080112,"JOSE MARIA CORDOVA, CO",2,16.8
5/24/2014,COM00080112,"JOSE MARIA CORDOVA, CO",23.1,17
5/25/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,18
5/26/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,17.7
5/27/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,16.5
5/28/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,19.2
5/29/2014,COM00080112,"JOSE MARIA CORDOVA, CO",37.1,17.2
5/30/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,17.4
5/31/2014,COM00080112,"JOSE MARIA CORDOVA, CO",33,17.6
6/1/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,18
6/2/2014,COM00080112,"JOSE MARIA CORDOVA, CO",2,17.1
6/3/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,17.2
6/4/2014,COM00080112,"JOSE MARIA CORDOVA, CO",3,18.1
6/5/2014,COM00080112,"JOSE MARIA CORDOVA, CO",2,18
6/6/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0.5,17.8
6/7/2014,COM00080112,"JOSE MARIA CORDOVA, CO",27.9,17.4
6/8/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.1,16.9
6/9/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0.3,18.4
6/10/2014,COM00080112,"JOSE MARIA CORDOVA, CO",3,17.8
6/11/2014,COM00080112,"JOSE MARIA CORDOVA, CO",3,17.8
6/12/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,17.4
6/13/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,17.9
6/14/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,18.5
6/15/2014,COM00080112,"JOSE MARIA CORDOVA, CO",21.1,17.2
6/16/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0.5,18.4
6/17/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,17.2
6/18/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,17.9
6/19/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,17.7
6/20/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,17.4
6/21/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,17.1
6/22/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0.5,17.8
6/23/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,17.6
6/24/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.1,18.2
6/25/2014,COM00080112,"JOSE MARIA CORDOVA, CO",16,16.1
6/26/2014,COM00080112,"JOSE MARIA CORDOVA, CO",15,16.3
6/27/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,17.3
6/28/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,16.6
6/29/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,18
6/30/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,17.6
7/1/2014,COM00080112,"JOSE MARIA CORDOVA, CO",4.1,17.3
7/2/2014,COM00080112,"JOSE MARIA CORDOVA, CO",21.1,17.6
7/3/2014,COM00080112,"JOSE MARIA CORDOVA, CO",7.1,18
7/4/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,17.6
7/5/2014,COM00080112,"JOSE MARIA CORDOVA, CO",9.9,17.3
7/6/2014,COM00080112,"JOSE MARIA CORDOVA, CO",6.1,17.6
7/7/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0.3,17
7/8/2014,COM00080112,"JOSE MARIA CORDOVA, CO",2,16.8
7/9/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,17.8
7/10/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0.3,17.6
7/11/2014,COM00080112,"JOSE MARIA CORDOVA, CO",0,17.1
7/12/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,16.4
7/13/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,17.6
7/14/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,17.6
7/15/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,17.2
7/16/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,16.7
7/17/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,16.5
7/18/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,17.3
7/19/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,17.4
7/20/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,16.3
7/21/2014,COM00080112,"JOSE MARIA CORDOVA, CO",5.799610642,17.2
